No;Time;DC/AC;Value;Unit;Auto
57;22:08:51;;13.31;k*;AUTO
58;22:09:06;;13.27;k*;AUTO
59;22:09:21;;13.29;k*;AUTO
60;22:09:36;;13.31;k*;AUTO
61;22:09:51;;13.33;k*;AUTO
62;22:10:06;;13.36;k*;AUTO
63;22:10:21;;13.42;k*;AUTO
64;22:10:36;;13.50;k*;AUTO
65;22:10:51;;13.57;k*;AUTO
66;22:11:06;;13.62;k*;AUTO
67;22:11:21;;13.66;k*;AUTO
68;22:11:36;;13.69;k*;AUTO
69;22:11:51;;13.73;k*;AUTO
70;22:12:06;;13.77;k*;AUTO
71;22:12:21;;13.83;k*;AUTO
72;22:12:36;;13.88;k*;AUTO
73;22:12:51;;13.92;k*;AUTO
74;22:13:06;;13.96;k*;AUTO
75;22:13:21;;14.00;k*;AUTO
76;22:13:36;;14.03;k*;AUTO
77;22:13:51;;14.02;k*;AUTO
78;22:14:06;;14.01;k*;AUTO
79;22:14:21;;14.01;k*;AUTO
80;22:14:36;;14.03;k*;AUTO
81;22:14:51;;14.07;k*;AUTO
82;22:15:06;;14.09;k*;AUTO
83;22:15:21;;14.08;k*;AUTO
84;22:15:36;;14.04;k*;AUTO
85;22:15:51;;14.00;k*;AUTO
86;22:16:06;;13.99;k*;AUTO
87;22:16:21;;13.99;k*;AUTO
88;22:16:36;;14.01;k*;AUTO
89;22:16:51;;14.03;k*;AUTO
90;22:17:06;;14.07;k*;AUTO
91;22:17:21;;14.11;k*;AUTO
92;22:17:36;;14.16;k*;AUTO
93;22:17:51;;14.22;k*;AUTO
94;22:18:06;;14.26;k*;AUTO
95;22:18:21;;14.31;k*;AUTO
96;22:18:36;;14.36;k*;AUTO
97;22:18:51;;14.42;k*;AUTO
98;22:19:06;;14.47;k*;AUTO
99;22:19:21;;14.49;k*;AUTO
100;22:19:36;;14.47;k*;AUTO
101;22:19:51;;14.40;k*;AUTO
102;22:20:06;;14.29;k*;AUTO
103;22:20:21;;14.17;k*;AUTO
104;22:20:36;;14.09;k*;AUTO
105;22:20:51;;14.04;k*;AUTO
106;22:21:06;;14.06;k*;AUTO
107;22:21:21;;14.14;k*;AUTO
108;22:21:36;;14.26;k*;AUTO
109;22:21:51;;14.40;k*;AUTO
110;22:22:06;;14.51;k*;AUTO
111;22:22:21;;14.58;k*;AUTO
112;22:22:36;;14.62;k*;AUTO
113;22:22:51;;14.65;k*;AUTO
114;22:23:06;;14.67;k*;AUTO
115;22:23:21;;14.71;k*;AUTO
116;22:23:36;;14.75;k*;AUTO
117;22:23:51;;14.79;k*;AUTO
118;22:24:06;;14.81;k*;AUTO
119;22:24:21;;14.82;k*;AUTO
120;22:24:36;;14.80;k*;AUTO
121;22:24:51;;14.77;k*;AUTO
122;22:25:06;;14.73;k*;AUTO
123;22:25:21;;14.67;k*;AUTO
124;22:25:36;;14.59;k*;AUTO
125;22:25:51;;14.49;k*;AUTO
126;22:26:06;;14.38;k*;AUTO
127;22:26:21;;14.31;k*;AUTO
128;22:26:36;;14.26;k*;AUTO
129;22:26:51;;14.24;k*;AUTO
130;22:27:06;;14.25;k*;AUTO
131;22:27:21;;14.27;k*;AUTO
132;22:27:36;;14.30;k*;AUTO
133;22:27:51;;14.33;k*;AUTO
134;22:28:06;;14.37;k*;AUTO
135;22:28:21;;14.42;k*;AUTO
136;22:28:36;;14.50;k*;AUTO
137;22:28:51;;14.58;k*;AUTO
138;22:29:06;;14.67;k*;AUTO
139;22:29:21;;14.75;k*;AUTO
140;22:29:36;;14.82;k*;AUTO
141;22:29:51;;14.86;k*;AUTO
142;22:30:06;;14.87;k*;AUTO
143;22:30:21;;14.86;k*;AUTO
144;22:30:36;;14.83;k*;AUTO
145;22:30:51;;14.81;k*;AUTO
146;22:31:06;;14.81;k*;AUTO
147;22:31:21;;14.83;k*;AUTO
148;22:31:36;;14.87;k*;AUTO
149;22:31:51;;14.92;k*;AUTO
150;22:32:06;;14.98;k*;AUTO
151;22:32:21;;15.04;k*;AUTO
152;22:32:36;;15.11;k*;AUTO
153;22:32:51;;15.17;k*;AUTO
154;22:33:06;;15.23;k*;AUTO
155;22:33:21;;15.26;k*;AUTO
156;22:33:36;;15.27;k*;AUTO
157;22:33:51;;15.23;k*;AUTO
158;22:34:06;;15.15;k*;AUTO
159;22:34:21;;15.02;k*;AUTO
160;22:34:36;;14.86;k*;AUTO
161;22:34:51;;14.69;k*;AUTO
162;22:35:06;;14.60;k*;AUTO
163;22:35:21;;14.59;k*;AUTO
164;22:35:36;;14.63;k*;AUTO
165;22:35:51;;14.68;k*;AUTO
166;22:36:06;;14.74;k*;AUTO
167;22:36:21;;14.81;k*;AUTO
168;22:36:36;;14.90;k*;AUTO
169;22:36:51;;14.98;k*;AUTO
170;22:37:06;;15.05;k*;AUTO
171;22:37:21;;15.12;k*;AUTO
172;22:37:36;;15.18;k*;AUTO
173;22:37:51;;15.24;k*;AUTO
174;22:38:06;;15.29;k*;AUTO
175;22:38:21;;15.32;k*;AUTO
176;22:38:36;;15.32;k*;AUTO
177;22:38:51;;15.30;k*;AUTO
178;22:39:06;;15.27;k*;AUTO
179;22:39:21;;15.22;k*;AUTO
180;22:39:36;;15.15;k*;AUTO
181;22:39:51;;15.09;k*;AUTO
182;22:40:06;;15.05;k*;AUTO
183;22:40:21;;15.03;k*;AUTO
184;22:40:36;;15.05;k*;AUTO
185;22:40:51;;15.10;k*;AUTO
186;22:41:06;;15.16;k*;AUTO
187;22:41:21;;15.22;k*;AUTO
188;22:41:36;;15.28;k*;AUTO
189;22:41:51;;15.32;k*;AUTO
190;22:42:06;;15.35;k*;AUTO
191;22:42:21;;15.38;k*;AUTO
192;22:42:36;;15.41;k*;AUTO
193;22:42:51;;15.45;k*;AUTO
194;22:43:06;;15.47;k*;AUTO
195;22:43:21;;15.48;k*;AUTO
196;22:43:36;;15.49;k*;AUTO
197;22:43:51;;15.50;k*;AUTO
198;22:44:06;;15.51;k*;AUTO
199;22:44:21;;15.52;k*;AUTO
200;22:44:36;;15.54;k*;AUTO
201;22:44:51;;15.56;k*;AUTO
202;22:45:06;;15.57;k*;AUTO
203;22:45:21;;15.59;k*;AUTO
204;22:45:36;;15.59;k*;AUTO
205;22:45:51;;15.58;k*;AUTO
206;22:46:06;;15.57;k*;AUTO
207;22:46:21;;15.57;k*;AUTO
208;22:46:36;;15.60;k*;AUTO
209;22:46:51;;15.63;k*;AUTO
210;22:47:06;;15.68;k*;AUTO
211;22:47:21;;15.72;k*;AUTO
212;22:47:36;;15.76;k*;AUTO
213;22:47:51;;15.78;k*;AUTO
214;22:48:06;;15.80;k*;AUTO
215;22:48:21;;15.82;k*;AUTO
216;22:48:36;;15.83;k*;AUTO
217;22:48:51;;15.84;k*;AUTO
218;22:49:06;;15.86;k*;AUTO
219;22:49:21;;15.86;k*;AUTO
220;22:49:36;;15.87;k*;AUTO
221;22:49:51;;15.88;k*;AUTO
222;22:50:06;;15.88;k*;AUTO
223;22:50:21;;15.89;k*;AUTO
224;22:50:36;;15.90;k*;AUTO
225;22:50:51;;15.92;k*;AUTO
226;22:51:06;;15.94;k*;AUTO
227;22:51:21;;15.97;k*;AUTO
228;22:51:36;;16.01;k*;AUTO
229;22:51:51;;16.04;k*;AUTO
230;22:52:06;;16.08;k*;AUTO
231;22:52:21;;16.09;k*;AUTO
232;22:52:36;;16.10;k*;AUTO
233;22:52:51;;16.09;k*;AUTO
234;22:53:06;;16.08;k*;AUTO
235;22:53:21;;16.07;k*;AUTO
236;22:53:36;;16.04;k*;AUTO
237;22:53:51;;16.02;k*;AUTO
238;22:54:06;;16.00;k*;AUTO
239;22:54:21;;15.99;k*;AUTO
240;22:54:36;;15.98;k*;AUTO
241;22:54:51;;15.99;k*;AUTO
242;22:55:06;;16.00;k*;AUTO
243;22:55:21;;16.02;k*;AUTO
244;22:55:36;;16.04;k*;AUTO
245;22:55:51;;16.04;k*;AUTO
246;22:56:06;;16.04;k*;AUTO
247;22:56:21;;16.02;k*;AUTO
248;22:56:36;;15.99;k*;AUTO
249;22:56:51;;15.96;k*;AUTO
250;22:57:06;;15.92;k*;AUTO
251;22:57:21;;15.89;k*;AUTO
252;22:57:36;;15.88;k*;AUTO
253;22:57:51;;15.87;k*;AUTO
254;22:58:06;;15.87;k*;AUTO
255;22:58:21;;15.89;k*;AUTO
256;22:58:36;;15.92;k*;AUTO
257;22:58:51;;15.96;k*;AUTO
258;22:59:06;;15.98;k*;AUTO
259;22:59:21;;15.99;k*;AUTO
260;22:59:36;;15.97;k*;AUTO
261;22:59:51;;15.93;k*;AUTO
262;23:00:06;;15.88;k*;AUTO
263;23:00:21;;15.84;k*;AUTO
264;23:00:36;;15.83;k*;AUTO
265;23:00:51;;15.84;k*;AUTO
266;23:01:06;;15.87;k*;AUTO
267;23:01:21;;15.91;k*;AUTO
268;23:01:36;;15.96;k*;AUTO
269;23:01:51;;15.99;k*;AUTO
270;23:02:06;;16.00;k*;AUTO
271;23:02:21;;16.00;k*;AUTO
272;23:02:36;;15.98;k*;AUTO
273;23:02:51;;15.92;k*;AUTO
274;23:03:06;;15.83;k*;AUTO
275;23:03:21;;15.69;k*;AUTO
276;23:03:36;;15.56;k*;AUTO
277;23:03:51;;15.54;k*;AUTO
278;23:04:06;;15.58;k*;AUTO
279;23:04:21;;15.63;k*;AUTO
280;23:04:36;;15.69;k*;AUTO
281;23:04:51;;15.71;k*;AUTO
282;23:05:06;;15.72;k*;AUTO
283;23:05:21;;15.70;k*;AUTO
284;23:05:36;;15.67;k*;AUTO
285;23:05:51;;15.67;k*;AUTO
286;23:06:06;;15.73;k*;AUTO
287;23:06:21;;15.83;k*;AUTO
288;23:06:36;;15.92;k*;AUTO
289;23:06:51;;15.99;k*;AUTO
290;23:07:06;;16.04;k*;AUTO
291;23:07:21;;16.08;k*;AUTO
292;23:07:36;;16.09;k*;AUTO
293;23:07:51;;16.08;k*;AUTO
294;23:08:06;;16.06;k*;AUTO
295;23:08:21;;16.05;k*;AUTO
296;23:08:36;;16.05;k*;AUTO
297;23:08:51;;16.08;k*;AUTO
298;23:09:06;;16.15;k*;AUTO
299;23:09:21;;16.22;k*;AUTO
300;23:09:36;;16.27;k*;AUTO
301;23:09:51;;16.29;k*;AUTO
302;23:10:06;;16.29;k*;AUTO
303;23:10:21;;16.26;k*;AUTO
304;23:10:36;;16.24;k*;AUTO
305;23:10:51;;16.21;k*;AUTO
306;23:11:06;;16.18;k*;AUTO
307;23:11:21;;16.17;k*;AUTO
308;23:11:36;;16.15;k*;AUTO
309;23:11:51;;16.12;k*;AUTO
310;23:12:06;;16.09;k*;AUTO
311;23:12:21;;16.06;k*;AUTO
312;23:12:36;;16.06;k*;AUTO
313;23:12:51;;16.09;k*;AUTO
314;23:13:06;;16.15;k*;AUTO
315;23:13:21;;16.23;k*;AUTO
316;23:13:36;;16.29;k*;AUTO
317;23:13:51;;16.34;k*;AUTO
318;23:14:06;;16.37;k*;AUTO
319;23:14:21;;16.39;k*;AUTO
320;23:14:36;;16.39;k*;AUTO
321;23:14:51;;16.38;k*;AUTO
322;23:15:06;;16.38;k*;AUTO
323;23:15:21;;16.40;k*;AUTO
324;23:15:36;;16.43;k*;AUTO
325;23:15:51;;16.46;k*;AUTO
326;23:16:06;;16.50;k*;AUTO
327;23:16:21;;16.50;k*;AUTO
328;23:16:36;;16.47;k*;AUTO
329;23:16:51;;16.42;k*;AUTO
330;23:17:06;;16.37;k*;AUTO
331;23:17:21;;16.34;k*;AUTO
332;23:17:36;;16.33;k*;AUTO
333;23:17:51;;16.34;k*;AUTO
334;23:18:06;;16.36;k*;AUTO
335;23:18:21;;16.39;k*;AUTO
336;23:18:36;;16.43;k*;AUTO
337;23:18:51;;16.47;k*;AUTO
338;23:19:06;;16.52;k*;AUTO
339;23:19:21;;16.56;k*;AUTO
340;23:19:36;;16.61;k*;AUTO
341;23:19:51;;16.65;k*;AUTO
342;23:20:06;;16.66;k*;AUTO
343;23:20:21;;16.69;k*;AUTO
344;23:20:36;;16.71;k*;AUTO
345;23:20:51;;16.73;k*;AUTO
346;23:21:06;;16.75;k*;AUTO
347;23:21:21;;16.76;k*;AUTO
348;23:21:36;;16.77;k*;AUTO
349;23:21:51;;16.78;k*;AUTO
350;23:22:06;;16.78;k*;AUTO
351;23:22:21;;16.79;k*;AUTO
352;23:22:36;;16.81;k*;AUTO
353;23:22:51;;16.83;k*;AUTO
354;23:23:06;;16.84;k*;AUTO
355;23:23:21;;16.84;k*;AUTO
356;23:23:36;;16.82;k*;AUTO
357;23:23:51;;16.78;k*;AUTO
358;23:24:06;;16.75;k*;AUTO
359;23:24:21;;16.73;k*;AUTO
360;23:24:36;;16.74;k*;AUTO
361;23:24:51;;16.76;k*;AUTO
362;23:25:06;;16.79;k*;AUTO
363;23:25:21;;16.84;k*;AUTO
364;23:25:36;;16.89;k*;AUTO
365;23:25:51;;16.93;k*;AUTO
366;23:26:06;;16.95;k*;AUTO
367;23:26:21;;16.98;k*;AUTO
368;23:26:36;;17.01;k*;AUTO
369;23:26:51;;17.03;k*;AUTO
370;23:27:06;;17.05;k*;AUTO
371;23:27:21;;17.04;k*;AUTO
372;23:27:36;;17.02;k*;AUTO
373;23:27:51;;16.97;k*;AUTO
374;23:28:06;;16.89;k*;AUTO
375;23:28:21;;16.78;k*;AUTO
376;23:28:36;;16.71;k*;AUTO
377;23:28:51;;16.70;k*;AUTO
378;23:29:06;;16.76;k*;AUTO
379;23:29:21;;16.85;k*;AUTO
380;23:29:36;;16.92;k*;AUTO
381;23:29:51;;16.98;k*;AUTO
382;23:30:06;;17.00;k*;AUTO
383;23:30:21;;17.01;k*;AUTO
384;23:30:36;;17.01;k*;AUTO
385;23:30:51;;17.00;k*;AUTO
386;23:31:06;;17.02;k*;AUTO
387;23:31:21;;17.02;k*;AUTO
388;23:31:36;;17.04;k*;AUTO
389;23:31:51;;17.06;k*;AUTO
390;23:32:06;;17.07;k*;AUTO
391;23:32:21;;17.08;k*;AUTO
392;23:32:36;;17.08;k*;AUTO
393;23:32:51;;17.08;k*;AUTO
394;23:33:06;;17.08;k*;AUTO
395;23:33:21;;17.08;k*;AUTO
396;23:33:36;;17.05;k*;AUTO
397;23:33:51;;17.01;k*;AUTO
398;23:34:06;;16.99;k*;AUTO
399;23:34:21;;16.97;k*;AUTO
400;23:34:36;;16.96;k*;AUTO
401;23:34:51;;16.97;k*;AUTO
402;23:35:06;;16.98;k*;AUTO
403;23:35:21;;16.99;k*;AUTO
404;23:35:36;;17.01;k*;AUTO
405;23:35:51;;17.01;k*;AUTO
406;23:36:06;;17.02;k*;AUTO
407;23:36:21;;17.01;k*;AUTO
408;23:36:36;;17.01;k*;AUTO
409;23:36:51;;17.01;k*;AUTO
410;23:37:06;;17.01;k*;AUTO
411;23:37:21;;17.02;k*;AUTO
412;23:37:36;;17.02;k*;AUTO
413;23:37:51;;16.99;k*;AUTO
414;23:38:06;;16.95;k*;AUTO
415;23:38:21;;16.89;k*;AUTO
416;23:38:36;;16.84;k*;AUTO
417;23:38:51;;16.80;k*;AUTO
418;23:39:06;;16.80;k*;AUTO
419;23:39:21;;16.84;k*;AUTO
420;23:39:36;;16.89;k*;AUTO
421;23:39:51;;16.95;k*;AUTO
422;23:40:06;;17.02;k*;AUTO
423;23:40:21;;17.07;k*;AUTO
424;23:40:36;;17.10;k*;AUTO
425;23:40:51;;17.13;k*;AUTO
426;23:41:06;;17.16;k*;AUTO
427;23:41:21;;17.20;k*;AUTO
428;23:41:36;;17.24;k*;AUTO
429;23:41:51;;17.27;k*;AUTO
430;23:42:06;;17.29;k*;AUTO
431;23:42:21;;17.30;k*;AUTO
432;23:42:36;;17.29;k*;AUTO
433;23:42:51;;17.28;k*;AUTO
434;23:43:06;;17.25;k*;AUTO
435;23:43:21;;17.21;k*;AUTO
436;23:43:36;;17.15;k*;AUTO
437;23:43:51;;17.08;k*;AUTO
438;23:44:06;;16.99;k*;AUTO
439;23:44:21;;16.87;k*;AUTO
440;23:44:36;;16.76;k*;AUTO
441;23:44:51;;16.69;k*;AUTO
442;23:45:06;;16.67;k*;AUTO
443;23:45:21;;16.69;k*;AUTO
444;23:45:36;;16.74;k*;AUTO
445;23:45:51;;16.83;k*;AUTO
446;23:46:06;;16.92;k*;AUTO
447;23:46:21;;17.03;k*;AUTO
448;23:46:36;;17.13;k*;AUTO
449;23:46:51;;17.24;k*;AUTO
450;23:47:06;;17.32;k*;AUTO
451;23:47:21;;17.39;k*;AUTO
452;23:47:36;;17.43;k*;AUTO
453;23:47:51;;17.44;k*;AUTO
454;23:48:06;;17.42;k*;AUTO
455;23:48:21;;17.37;k*;AUTO
456;23:48:36;;17.30;k*;AUTO
457;23:48:51;;17.22;k*;AUTO
458;23:49:06;;17.17;k*;AUTO
459;23:49:21;;17.17;k*;AUTO
460;23:49:36;;17.20;k*;AUTO
461;23:49:51;;17.24;k*;AUTO
462;23:50:06;;17.31;k*;AUTO
463;23:50:21;;17.40;k*;AUTO
464;23:50:36;;17.50;k*;AUTO
465;23:50:51;;17.58;k*;AUTO
466;23:51:06;;17.64;k*;AUTO
467;23:51:21;;17.67;k*;AUTO
468;23:51:36;;17.68;k*;AUTO
469;23:51:51;;17.68;k*;AUTO
470;23:52:06;;17.65;k*;AUTO
471;23:52:21;;17.60;k*;AUTO
472;23:52:36;;17.53;k*;AUTO
473;23:52:51;;17.48;k*;AUTO
474;23:53:06;;17.48;k*;AUTO
475;23:53:21;;17.50;k*;AUTO
476;23:53:36;;17.53;k*;AUTO
477;23:53:51;;17.53;k*;AUTO
478;23:54:06;;17.50;k*;AUTO
479;23:54:21;;17.41;k*;AUTO
480;23:54:36;;17.34;k*;AUTO
481;23:54:51;;17.29;k*;AUTO
482;23:55:06;;17.28;k*;AUTO
483;23:55:21;;17.32;k*;AUTO
484;23:55:36;;17.37;k*;AUTO
485;23:55:51;;17.43;k*;AUTO
486;23:56:06;;17.50;k*;AUTO
487;23:56:21;;17.55;k*;AUTO
488;23:56:36;;17.61;k*;AUTO
489;23:56:51;;17.67;k*;AUTO
490;23:57:06;;17.72;k*;AUTO
491;23:57:21;;17.76;k*;AUTO
492;23:57:36;;17.80;k*;AUTO
493;23:57:51;;17.81;k*;AUTO
494;23:58:06;;17.81;k*;AUTO
495;23:58:21;;17.80;k*;AUTO
496;23:58:36;;17.79;k*;AUTO
497;23:58:51;;17.77;k*;AUTO
498;23:59:06;;17.75;k*;AUTO
499;23:59:21;;17.73;k*;AUTO
500;23:59:36;;17.72;k*;AUTO
501;23:59:51;;17.72;k*;AUTO
502;0:00:06;;17.72;k*;AUTO
503;0:00:21;;17.71;k*;AUTO
504;0:00:36;;17.68;k*;AUTO
505;0:00:51;;17.64;k*;AUTO
506;0:01:06;;17.59;k*;AUTO
507;0:01:21;;17.56;k*;AUTO
508;0:01:36;;17.56;k*;AUTO
509;0:01:51;;17.59;k*;AUTO
510;0:02:06;;17.63;k*;AUTO
511;0:02:21;;17.69;k*;AUTO
512;0:02:36;;17.71;k*;AUTO
513;0:02:51;;17.74;k*;AUTO
514;0:03:06;;17.75;k*;AUTO
515;0:03:21;;17.76;k*;AUTO
516;0:03:36;;17.78;k*;AUTO
517;0:03:51;;17.82;k*;AUTO
518;0:04:06;;17.88;k*;AUTO
519;0:04:21;;17.92;k*;AUTO
520;0:04:36;;17.96;k*;AUTO
521;0:04:51;;17.99;k*;AUTO
522;0:05:06;;18.01;k*;AUTO
523;0:05:21;;18.01;k*;AUTO
524;0:05:36;;18.00;k*;AUTO
525;0:05:51;;17.98;k*;AUTO
526;0:06:06;;17.95;k*;AUTO
527;0:06:21;;17.93;k*;AUTO
528;0:06:36;;17.92;k*;AUTO
529;0:06:51;;17.91;k*;AUTO
530;0:07:06;;17.91;k*;AUTO
531;0:07:21;;17.88;k*;AUTO
532;0:07:36;;17.83;k*;AUTO
533;0:07:51;;17.76;k*;AUTO
534;0:08:06;;17.71;k*;AUTO
535;0:08:21;;17.68;k*;AUTO
536;0:08:36;;17.70;k*;AUTO
537;0:08:51;;17.75;k*;AUTO
538;0:09:06;;17.81;k*;AUTO
539;0:09:21;;17.87;k*;AUTO
540;0:09:36;;17.93;k*;AUTO
541;0:09:51;;17.99;k*;AUTO
542;0:10:06;;18.06;k*;AUTO
543;0:10:21;;18.11;k*;AUTO
544;0:10:36;;18.16;k*;AUTO
545;0:10:51;;18.20;k*;AUTO
546;0:11:06;;18.23;k*;AUTO
547;0:11:21;;18.25;k*;AUTO
548;0:11:36;;18.26;k*;AUTO
549;0:11:51;;18.26;k*;AUTO
550;0:12:06;;18.23;k*;AUTO
551;0:12:21;;18.17;k*;AUTO
552;0:12:36;;18.07;k*;AUTO
553;0:12:51;;18.00;k*;AUTO
554;0:13:06;;17.97;k*;AUTO
555;0:13:21;;17.95;k*;AUTO
556;0:13:36;;17.95;k*;AUTO
557;0:13:51;;17.96;k*;AUTO
558;0:14:06;;17.97;k*;AUTO
559;0:14:21;;17.99;k*;AUTO
560;0:14:36;;18.03;k*;AUTO
561;0:14:51;;18.08;k*;AUTO
562;0:15:06;;18.13;k*;AUTO
563;0:15:21;;18.16;k*;AUTO
564;0:15:36;;18.20;k*;AUTO
565;0:15:51;;18.23;k*;AUTO
566;0:16:06;;18.25;k*;AUTO
567;0:16:21;;18.26;k*;AUTO
568;0:16:36;;18.27;k*;AUTO
569;0:16:51;;18.28;k*;AUTO
570;0:17:06;;18.29;k*;AUTO
571;0:17:21;;18.30;k*;AUTO
572;0:17:36;;18.31;k*;AUTO
573;0:17:51;;18.31;k*;AUTO
574;0:18:06;;18.31;k*;AUTO
575;0:18:21;;18.29;k*;AUTO
576;0:18:36;;18.28;k*;AUTO
577;0:18:51;;18.27;k*;AUTO
578;0:19:06;;18.27;k*;AUTO
579;0:19:21;;18.28;k*;AUTO
580;0:19:36;;18.27;k*;AUTO
581;0:19:51;;18.25;k*;AUTO
582;0:20:06;;18.18;k*;AUTO
583;0:20:21;;18.08;k*;AUTO
584;0:20:36;;17.96;k*;AUTO
585;0:20:51;;17.91;k*;AUTO
586;0:21:06;;17.92;k*;AUTO
587;0:21:21;;17.98;k*;AUTO
588;0:21:36;;18.07;k*;AUTO
589;0:21:51;;18.15;k*;AUTO
590;0:22:06;;18.23;k*;AUTO
591;0:22:21;;18.29;k*;AUTO
592;0:22:36;;18.33;k*;AUTO
593;0:22:51;;18.36;k*;AUTO
594;0:23:06;;18.38;k*;AUTO
595;0:23:21;;18.40;k*;AUTO
596;0:23:36;;18.40;k*;AUTO
597;0:23:51;;18.40;k*;AUTO
598;0:24:06;;18.39;k*;AUTO
599;0:24:21;;18.37;k*;AUTO
600;0:24:36;;18.36;k*;AUTO
601;0:24:51;;18.35;k*;AUTO
602;0:25:06;;18.37;k*;AUTO
603;0:25:21;;18.39;k*;AUTO
604;0:25:36;;18.41;k*;AUTO
605;0:25:51;;18.44;k*;AUTO
606;0:26:06;;18.48;k*;AUTO
607;0:26:21;;18.51;k*;AUTO
608;0:26:36;;18.55;k*;AUTO
609;0:26:51;;18.58;k*;AUTO
610;0:27:06;;18.60;k*;AUTO
611;0:27:21;;18.61;k*;AUTO
612;0:27:36;;18.59;k*;AUTO
613;0:27:51;;18.56;k*;AUTO
614;0:28:06;;18.53;k*;AUTO
615;0:28:21;;18.50;k*;AUTO
616;0:28:36;;18.47;k*;AUTO
617;0:28:51;;18.46;k*;AUTO
618;0:29:06;;18.47;k*;AUTO
619;0:29:21;;18.48;k*;AUTO
620;0:29:36;;18.50;k*;AUTO
621;0:29:51;;18.52;k*;AUTO
622;0:30:06;;18.56;k*;AUTO
623;0:30:21;;18.58;k*;AUTO
624;0:30:36;;18.62;k*;AUTO
625;0:30:51;;18.65;k*;AUTO
626;0:31:06;;18.66;k*;AUTO
627;0:31:21;;18.66;k*;AUTO
628;0:31:36;;18.65;k*;AUTO
629;0:31:51;;18.66;k*;AUTO
630;0:32:06;;18.66;k*;AUTO
631;0:32:21;;18.67;k*;AUTO
632;0:32:36;;18.69;k*;AUTO
633;0:32:51;;18.70;k*;AUTO
634;0:33:06;;18.71;k*;AUTO
635;0:33:21;;18.72;k*;AUTO
636;0:33:36;;18.74;k*;AUTO
637;0:33:51;;18.75;k*;AUTO
638;0:34:06;;18.76;k*;AUTO
639;0:34:21;;18.77;k*;AUTO
640;0:34:36;;18.78;k*;AUTO
641;0:34:51;;18.78;k*;AUTO
642;0:35:06;;18.76;k*;AUTO
643;0:35:21;;18.71;k*;AUTO
644;0:35:36;;18.64;k*;AUTO
645;0:35:51;;18.58;k*;AUTO
646;0:36:06;;18.53;k*;AUTO
647;0:36:21;;18.52;k*;AUTO
648;0:36:36;;18.51;k*;AUTO
649;0:36:51;;18.53;k*;AUTO
650;0:37:06;;18.56;k*;AUTO
651;0:37:21;;18.60;k*;AUTO
652;0:37:36;;18.64;k*;AUTO
653;0:37:51;;18.69;k*;AUTO
654;0:38:06;;18.73;k*;AUTO
655;0:38:21;;18.75;k*;AUTO
656;0:38:36;;18.76;k*;AUTO
657;0:38:51;;18.77;k*;AUTO
658;0:39:06;;18.78;k*;AUTO
659;0:39:21;;18.80;k*;AUTO
660;0:39:36;;18.82;k*;AUTO
661;0:39:51;;18.84;k*;AUTO
662;0:40:06;;18.86;k*;AUTO
663;0:40:21;;18.88;k*;AUTO
664;0:40:36;;18.87;k*;AUTO
